dia_semana;uf;br;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;pessoas;mortos;feridos;veiculos
terca-feira;SC;470;POUSO REDONDO;Velocidade Incompativel;Capotamento;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
terca-feira;SC;101;SAO JOSE;Desrespeitar a preferencia no cruzamento;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;2;2
terca-feira;SC;101;SAO JOSE;Trafegar com motocicleta (ou similar) entre as faixas;Colisao lateral;Com Vitimas Feridas;Anoitecer;Nublado;3;0;1;3
terca-feira;SC;282;CAMPOS NOVOS;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Nublado;1;0;1;1
terca-feira;SC;101;JOINVILLE;Ausencia de sinalizacao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Chuva;3;0;1;3
terca-feira;SC;101;JOINVILLE;Demais falhas mecanicas ou eletricas;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Chuva;2;0;2;1
terca-feira;SC;470;NAVEGANTES;Chuva;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;4;0;3;2
terca-feira;SC;280;CORUPA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Nublado;2;0;1;1
terca-feira;SC;470;IBIRAMA;Velocidade Incompativel;Colisao frontal;Com Vitimas Feridas;Anoitecer;Nublado;3;0;1;2
terca-feira;SC;470;RIO DO SUL;Condutor usando celular;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;4;0;0;4
terca-feira;SC;280;SAO FRANCISCO DO SUL;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Plena Noite;Chuva;3;0;1;2
quarta-feira;SC;101;IMBITUBA;Acessar a via sem observar a presenca dos outros veiculos;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
quarta-feira;SC;101;BALNEARIO CAMBORIU;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;2;2
quarta-feira;SC;280;GUARAMIRIM;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;101;BALNEARIO CAMBORIU;Condutor Dormindo;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Nublado;1;0;1;1
quarta-feira;SC;282;PINHALZINHO;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;5;0;1;2
quarta-feira;SC;470;NAVEGANTES;Acesso irregular;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quarta-feira;SC;101;CAPIVARI DE BAIXO;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;2;0;1;2
quarta-feira;SC;470;NAVEGANTES;Velocidade Incompativel;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;1;4
quarta-feira;SC;470;NAVEGANTES;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;1;0;1;1
quarta-feira;SC;101;PALHOCA;Manobra de mudanca de faixa;Colisao lateral;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;2;0;1;2
quarta-feira;SC;101;PALHOCA;Reacao tardia ou ineficiente do condutor;Tombamento;Com Vitimas Feridas;Anoitecer;Garoa/Chuvisco;1;0;1;1
quarta-feira;SC;282;JOACABA;Acumulo de agua sobre o pavimento;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;1
quarta-feira;SC;101;PALHOCA;Demais falhas mecanicas ou eletricas;Colisao lateral;Com Vitimas Feridas;Anoitecer;Nublado;3;0;1;2
quarta-feira;SC;470;APIUNA;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
segunda-feira;SC;282;AGUAS MORNAS;Chuva;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;4;0;2;1
quarta-feira;SC;470;GASPAR;Manobra de mudanca de faixa;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;5;0;4;2
quarta-feira;SC;101;BARRA VELHA;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
quarta-feira;SC;101;SAO JOSE;Pista Escorregadia;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;1;0;1;1
quarta-feira;SC;101;SAO JOSE;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Sem Vitimas;Plena Noite;Garoa/Chuvisco;9;0;0;3
quarta-feira;SC;101;SOMBRIO;Ausencia de reacao do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;2;1
quarta-feira;SC;101;SOMBRIO;Reacao tardia ou ineficiente do condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;101;MARACAJA;Acessar a via sem observar a presenca dos outros veiculos;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;280;SAO BENTO DO SUL;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;2;0;2;1
quinta-feira;SC;101;SANGAO;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;101;IMBITUBA;Manobra de mudanca de faixa;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;470;POUSO REDONDO;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quinta-feira;SC;280;CORUPA;Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quinta-feira;SC;101;SOMBRIO;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Pleno dia;Nublado;1;0;1;1
quinta-feira;SC;101;BARRA VELHA;Ausencia de reacao do condutor;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Chuva;3;0;2;2
quinta-feira;SC;163;SAO MIGUEL DO OESTE;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quinta-feira;SC;101;BALNEARIO CAMBORIU;Ingestao de alcool pelo condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;2
quinta-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Engavetamento;Sem Vitimas;Pleno dia;Ceu Claro;4;0;0;4
quinta-feira;SC;470;IBIRAMA;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
quinta-feira;SC;282;LAGES;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quinta-feira;SC;101;IMBITUBA;Reacao tardia ou ineficiente do condutor;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;3;0;3;1
quinta-feira;SC;101;PALHOCA;Reacao tardia ou ineficiente do condutor;Colisao transversal;Com Vitimas Feridas;Anoitecer;Chuva;2;0;1;2
quinta-feira;SC;282;XANXERE;Ausencia de reacao do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;2;0;2;1
quinta-feira;SC;101;LAGUNA;Demais falhas mecanicas ou eletricas;Incendio;Sem Vitimas;Plena Noite;Garoa/Chuvisco;1;0;0;1
quinta-feira;SC;470;POUSO REDONDO;Transitar no acostamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;2
quinta-feira;SC;280;MAFRA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;6;0;3;2
quinta-feira;SC;101;ICARA;Reacao tardia ou ineficiente do condutor;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
quinta-feira;SC;101;GARUVA;Ingestao de alcool ou de substancias psicoativas pelo pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;2;0;1;1
quinta-feira;SC;101;ICARA;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;1
quinta-feira;SC;470;BLUMENAU;Conversao proibida;Colisao frontal;Sem Vitimas;Plena Noite;Ceu Claro;2;0;0;2
quinta-feira;SC;101;SAO JOSE;Velocidade Incompativel;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;3;0;0;2
quinta-feira;SC;101;ITAJAI;Estacionar ou parar em local proibido;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;2;0;0;2
sexta-feira;SC;101;BALNEARIO CAMBORIU;Avarias e/ou desgaste excessivo no pneu;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
sexta-feira;SC;470;GASPAR;Reacao tardia ou ineficiente do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sexta-feira;SC;101;ITAPEMA;Acessar a via sem observar a presenca dos outros veiculos;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;5;0;2;4
domingo;SC;282;LAGES;Velocidade Incompativel;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;1;0;1;1
sexta-feira;SC;101;BALNEARIO CAMBORIU;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sexta-feira;SC;101;JOINVILLE;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;4;0;1;3
sexta-feira;SC;280;SAO BENTO DO SUL;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;3;0;3;1
sexta-feira;SC;101;ICARA;Condutor Dormindo;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Nublado;2;0;2;1
sexta-feira;SC;101;ARAQUARI;Objeto estatico sobre o leito carrocavel;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Sol;1;0;1;1
sexta-feira;SC;280;CORUPA;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Nublado;1;0;0;1
sexta-feira;SC;282;BOM RETIRO;Manobra de mudanca de faixa;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;101;BALNEARIO CAMBORIU;Ingestao de alcool pelo condutor;Colisao traseira;Com Vitimas Fatais;Plena Noite;Ceu Claro;3;1;0;3
sexta-feira;SC;280;SAO FRANCISCO DO SUL;Condutor deixou de manter distancia do veiculo da frente;Engavetamento;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;4;0;2;3
sexta-feira;SC;101;ITAPEMA;Manobra de mudanca de faixa;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
sexta-feira;SC;101;BARRA VELHA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;2
sexta-feira;SC;282;FLORIANOPOLIS;Ingestao de alcool pelo condutor;Engavetamento;Com Vitimas Feridas;Anoitecer;Chuva;4;0;1;4
sexta-feira;SC;470;BLUMENAU;Ausencia de reacao do condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
sexta-feira;SC;470;BLUMENAU;Ausencia de reacao do condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;3;0;2;2
sexta-feira;SC;163;GUARACIABA;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Anoitecer;Ceu Claro;2;0;1;2
sexta-feira;SC;282;FLORIANOPOLIS;Ingestao de alcool pelo condutor;Engavetamento;Sem Vitimas;Plena Noite;Chuva;6;0;0;3
sexta-feira;SC;101;PALHOCA;Mal subito do condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;2;0;1;2
sabado;SC;101;TIJUCAS;Reacao tardia ou ineficiente do condutor;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Nublado;2;0;2;1
sabado;SC;470;APIUNA;Ingestao de alcool pelo condutor;Colisao com objeto;Sem Vitimas;Plena Noite;Chuva;1;0;0;1
sabado;SC;470;BLUMENAU;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;1;0;0;1
sabado;SC;470;RIO DO SUL;Condutor Dormindo;Colisao lateral sentido oposto;Com Vitimas Feridas;Pleno dia;Nublado;3;0;2;3
sabado;SC;470;BLUMENAU;Transitar no acostamento;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Nublado;4;0;1;2
sabado;SC;101;PORTO BELO;Condutor deixou de manter distancia do veiculo da frente;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Chuva;3;0;1;2
sabado;SC;101;PALHOCA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;3;0;1;3
sexta-feira;SC;470;LONTRAS;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Sol;1;0;0;1
sabado;SC;101;JOINVILLE;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
sabado;SC;101;ICARA;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Nublado;1;0;0;1
sabado;SC;101;BIGUACU;Ultrapassagem Indevida;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;101;SAO JOSE;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;2;0;1;2
sabado;SC;280;SAO BENTO DO SUL;Ultrapassagem Indevida;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;4;0;3;2
domingo;SC;101;BARRA VELHA;Manobra de mudanca de faixa;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sabado;SC;101;PALHOCA;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;3;0;2;2
sabado;SC;101;PALHOCA;Velocidade Incompativel;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Ceu Claro;4;0;1;3
sabado;SC;282;AGUAS MORNAS;Transitar na contramao;Colisao lateral sentido oposto;Sem Vitimas;Plena Noite;Nublado;2;0;0;2
sabado;SC;280;SAO BENTO DO SUL;Velocidade Incompativel;Colisao frontal;Sem Vitimas;Plena Noite;Chuva;2;0;0;2
sabado;SC;282;SAO MIGUEL DO OESTE;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ceu Claro;1;0;0;1
sabado;SC;282;CATANDUVAS;Ingestao de alcool pelo condutor;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ceu Claro;1;0;0;1
sabado;SC;101;TUBARAO;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Nublado;4;0;1;2
sabado;SC;101;CAPIVARI DE BAIXO;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
sabado;SC;101;JOINVILLE;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Fatais;Plena Noite;Chuva;4;1;3;2
domingo;SC;101;SAO JOSE;Velocidade Incompativel;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;1
sabado;SC;282;PARAISO;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Fatais;Plena Noite;Ceu Claro;3;1;0;2
domingo;SC;282;XANXERE;Velocidade Incompativel;Capotamento;Sem Vitimas;Plena Noite;Ceu Claro;3;0;0;1
domingo;SC;101;ARAQUARI;Acumulo de oleo sobre o pavimento;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;2;0;1;1
domingo;SC;101;CAMBORIU;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;1
domingo;SC;101;GARUVA;Chuva;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Chuva;1;0;1;1
domingo;SC;101;SANGAO;Desrespeitar a preferencia no cruzamento;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;2;2
domingo;SC;101;GARUVA;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Nublado;6;0;1;5
domingo;SC;470;LONTRAS;Reacao tardia ou ineficiente do condutor;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
segunda-feira;SC;153;IRANI;Manobra de mudanca de faixa;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;2;0;0;2
segunda-feira;SC;282;RANCHO QUEIMADO;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
segunda-feira;SC;101;IMBITUBA;Avarias e/ou desgaste excessivo no pneu;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
segunda-feira;SC;470;INDAIAL;Falta de acostamento;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
segunda-feira;SC;101;IMBITUBA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;3;0;1;2
segunda-feira;SC;101;PAULO LOPES;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Chuva;1;0;1;1
segunda-feira;SC;101;ITAPEMA;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;1
segunda-feira;SC;101;ITAJAI;Reacao tardia ou ineficiente do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
segunda-feira;SC;116;SAO CRISTOVAO DO SUL;Acessar a via sem observar a presenca dos outros veiculos;Colisao frontal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
segunda-feira;SC;153;PONTE SERRADA;Problema com o freio;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
segunda-feira;SC;101;SOMBRIO;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;101;IMBITUBA;Ingestao de alcool pelo condutor;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
sabado;SC;282;XANXERE;Ingestao de alcool pelo condutor;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;2;1
segunda-feira;SC;470;LONTRAS;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;4;0;1;2
sexta-feira;SC;101;JOINVILLE;Frear bruscamente;Colisao traseira;Com Vitimas Feridas;Anoitecer;Sol;3;0;2;2
terca-feira;SC;101;SAO JOSE;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Nublado;3;0;1;2
sexta-feira;SC;163;SAO MIGUEL DO OESTE;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
terca-feira;SC;280;JARAGUA DO SUL;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
terca-feira;SC;101;TUBARAO;Velocidade Incompativel;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;3
terca-feira;SC;280;MAFRA;Demais falhas mecanicas ou eletricas;Eventos atipicos;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
terca-feira;SC;116;PAPANDUVA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;2;2
terca-feira;SC;101;TUBARAO;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
terca-feira;SC;101;PALHOCA;Conversao proibida;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Sol;2;0;1;2
terca-feira;SC;280;GUARAMIRIM;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;2;0;1;2
terca-feira;SC;470;RODEIO;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
terca-feira;SC;282;XANXERE;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
terca-feira;SC;470;BLUMENAU;Ausencia de reacao do condutor;Colisao transversal;Sem Vitimas;Plena Noite;Nublado;2;0;0;2
terca-feira;SC;470;INDAIAL;Obras na pista;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
terca-feira;SC;282;VARGEM BONITA;Transitar na contramao;Colisao frontal;Com Vitimas Fatais;Plena Noite;Ceu Claro;2;1;0;2
quarta-feira;SC;116;CORREIA PINTO;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;3;0;1;2
quarta-feira;SC;101;SAO JOSE;Trafegar com motocicleta (ou similar) entre as faixas;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;101;ITAPEMA;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;2;0;2;1
quarta-feira;SC;163;SAO MIGUEL DO OESTE;Velocidade Incompativel;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;3;0;1;2
quarta-feira;SC;101;BIGUACU;Desrespeitar a preferencia no cruzamento;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;101;JOINVILLE;Reacao tardia ou ineficiente do condutor;Engavetamento;Com Vitimas Fatais;Pleno dia;Chuva;3;1;0;3
quarta-feira;SC;470;GASPAR;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;101;JOINVILLE;Condutor deixou de manter distancia do veiculo da frente;Engavetamento;Com Vitimas Feridas;Pleno dia;Chuva;4;0;1;4
quarta-feira;SC;101;TUBARAO;Reacao tardia ou ineficiente do condutor;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Nublado;2;0;2;1
quarta-feira;SC;116;SANTA CECILIA;Demais falhas mecanicas ou eletricas;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;1
quarta-feira;SC;280;IRINEOPOLIS;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
sabado;SC;101;JOINVILLE;Desrespeitar a preferencia no cruzamento;Colisao transversal;Sem Vitimas;Pleno dia;Chuva;2;0;0;2
quinta-feira;SC;101;PALHOCA;Reacao tardia ou ineficiente do condutor;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;2;0;2;1
quinta-feira;SC;101;ITAJAI;Ausencia de reacao do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Amanhecer;Sol;2;0;1;2
quinta-feira;SC;101;PORTO BELO;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
segunda-feira;SC;282;CATANDUVAS;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quinta-feira;SC;101;PALHOCA;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quinta-feira;SC;470;INDAIAL;Trafegar com motocicleta (ou similar) entre as faixas;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;2;0;1;2
quinta-feira;SC;101;ARARANGUA;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;101;PALHOCA;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;280;ARAQUARI;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sabado;SC;280;RIO NEGRINHO;Ingestao de alcool pelo condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;2;0;1;2
quinta-feira;SC;101;BIGUACU;Avarias e/ou desgaste excessivo no pneu;Colisao com objeto;Sem Vitimas;Pleno dia;Nublado;1;0;0;1
quinta-feira;SC;470;NAVEGANTES;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sexta-feira;SC;282;LAGES;Ultrapassagem Indevida;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
quinta-feira;SC;163;SAO MIGUEL DO OESTE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
terca-feira;SC;280;SAO FRANCISCO DO SUL;Ausencia de sinalizacao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;2;2
quinta-feira;SC;101;ARAQUARI;Manobra de mudanca de faixa;Capotamento;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
quinta-feira;SC;116;CORREIA PINTO;Velocidade Incompativel;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
quinta-feira;SC;280;JARAGUA DO SUL;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;4;0;2;2
quinta-feira;SC;101;ICARA;Chuva;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;1;0;1;1
quinta-feira;SC;470;BLUMENAU;Ingestao de alcool pelo condutor;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
quinta-feira;SC;101;JOINVILLE;Demais falhas na via;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;3;0;2;1
sexta-feira;SC;101;ITAPEMA;Reacao tardia ou ineficiente do condutor;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;1;0;1;1
sexta-feira;SC;282;CATANDUVAS;Transitar na contramao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;2
sexta-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;3;0;2;3
sexta-feira;SC;101;PALHOCA;Animais na Pista;Tombamento;Com Vitimas Feridas;Amanhecer;Ceu Claro;2;0;2;2
segunda-feira;SC;101;BALNEARIO CAMBORIU;Trafegar com motocicleta (ou similar) entre as faixas;Engavetamento;Com Vitimas Feridas;Pleno dia;Sol;5;0;1;5
